sku,brand,model_name,target_segment,cpu_model,cinebench_r23_score,gpu_model,threedmark_score,is_gpu_integrated,ram_gb,ram_generation,storage_gb,storage_type,display_size_inches,weight_kg,min_discount_price_inr,avg_normal_price_inr,max_mrp_price_inr,max_discount_percentage,current_price_inr,rating
SKU-ASUS-0001,ASUS,Vivobook 15 (2025),Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,30791,34990,41288,25.4,34990,4.3
SKU-ASUS-0002,ASUS,Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,8,LPDDR5,512,SSD,15.6,1.4,32551,36990,43648,25.4,36990,4.3
SKU-ACER-0003,ACER,Aspire 3 Intel Celeron Dual Core,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,17591,19990,23588,25.4,19990,3.8
SKU-ZEBRONICS-0005,ZEBRONICS,Pro Series Z Intel Core i7 12th Gen 1255U,Professional,Intel 1255U,9200,Intel Iris Xe Graphics,1600,True,16,DDR4,1024,SSD,16.0,1.7,50687,57599,67967,25.4,57599,4.0
SKU-HP-0006,HP,15 Intel Core 3 100U,Student,Intel 100U,7400,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,32551,36990,43648,25.4,36990,4.2
SKU-LENOVO-0007,LENOVO,IdeaPad 5 2,Professional,AMD Ryzen 5 8645HS,13800,AMD Radeon Graphics,1500,True,16,LPDDR5X,512,SSD,16.0,1.7,50151,56990,67248,25.4,56990,4.1
SKU-LENOVO-0008,LENOVO,LOQ 2025 Intel Core i7 14th Gen 14700HX,Gamer,Intel 14700HX,28500,NVIDIA Dedicated Graphics,5000,False,16,DDR5,1024,SSD,14.0,2.2,118791,134990,159288,25.4,134990,4.3
SKU-APPLE-0009,APPLE,MacBook Air M3,Creator,Apple M3,11800,Apple M3 10-core GPU,4800,True,16,DDR4,1024,SSD,13.0,1.7,101112,114900,135582,25.4,114900,4.0
SKU-ACER-0010,ACER,Aspire 3 Intel Celeron Dual Core,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,128,SSD,15.6,1.4,14071,15990,18868,25.4,15990,3.8
SKU-DELL-0011,DELL,Inspiron 15,Professional,Intel 1355U,9800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,58951,66990,79048,25.4,66990,4.2
SKU-ACER-0013,ACER,Aspire 3 Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,256,SSD,15.6,1.4,18911,21490,25358,25.4,21490,3.9
SKU-LENOVO-0014,LENOVO,Chromebook MediaTek Kompanio 520,Student,MediaTek,1900,Intel Iris Xe Graphics,1600,True,16,LPDDR4X,128,eMMC,14.0,1.4,11431,12990,15328,25.4,12990,3.9
SKU-LENOVO-0015,LENOVO,100e Chromebook Gen 4 MediaTek Kompanio 520,Student,MediaTek,1900,Intel Iris Xe Graphics,1600,True,16,LPDDR4X,32,eMMC,11.6,1.4,11254,12789,15091,25.4,12789,4.0
SKU-ACER-0016,ACER,Aspire 14,Professional,Intel 13500H,14500,Intel Iris Xe Graphics,1600,True,16,LPDDR5,512,SSD,14.0,1.7,45760,52000,61360,25.4,52000,4.3
SKU-ASUS-0017,ASUS,Vivobook 15 (2025) (i5 14th Gen),Professional,Intel 120U,9800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,43991,49990,58988,25.4,49990,4.3
SKU-LENOVO-0018,LENOVO,IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U,Student,AMD Ryzen 5 5500U,9500,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.2
SKU-ACER-0019,ACER,Aspire 3 Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,256,SSD,14.0,1.4,25511,28990,34208,25.4,28990,4.2
SKU-ASUS-0020,ASUS,Chromebook CX1 Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,64,eMMC,15.6,1.4,13199,14999,17699,25.4,14999,4.2
SKU-LENOVO-0021,LENOVO,IdeaPad Slim 3 Intel Core i5 12th Gen 12450H,Professional,Intel 12450H,11800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.7,40031,45490,53678,25.4,45490,4.2
SKU-ASUS-0022,ASUS,Vivobook 15,Professional,Intel 13620H,16800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,55431,62990,74328,25.4,62990,4.3
SKU-ACER-0023,ACER,Aspire 3 Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,14.0,1.4,25511,28990,34208,25.4,28990,4.2
SKU-ACER-0024,ACER,Aspire 15 AMD Ryzen 5 Hexa Core 7430U,Student,AMD Ryzen 7 7430U,9200,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.1
SKU-ACER-0025,ACER,Aspire 3 Intel Celeron Dual Core,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,256,SSD,15.6,1.4,15831,17990,21228,25.4,17990,3.8
SKU-ACER-0026,ACER,Aspire Lite AMD Ryzen 3 Quad Core 5300U,Student,AMD Ryzen 3 5300U,5600,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,26391,29990,35388,25.4,29990,4.0
SKU-LENOVO-0027,LENOVO,100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528,Student,MediaTek,1900,Intel Iris Xe Graphics,1600,True,16,LPDDR4X,64,eMMC,11.6,1.4,9680,11000,12980,25.4,11000,3.8
SKU-ACER-0028,ACER,Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U,Student,AMD Ryzen 7 7730U,11500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.1
SKU-ACER-0029,ACER,Chromebook Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,128,eMMC,15.6,1.4,21111,23990,28308,25.4,23990,3.8
SKU-ASUS-0030,ASUS,Expertbook P1 Intel Core i3 13th Gen 1315U,Professional,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR5,512,SSD,16.0,1.7,32551,36990,43648,25.4,36990,4.3
SKU-ACER-0031,ACER,Aspire 3 AMD Ryzen 3 Quad Core 7330U,Student,AMD Ryzen 7 7330U,10500,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.1
SKU-ACER-0032,ACER,Aspire 3 Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,29031,32990,38928,25.4,32990,4.3
SKU-ACER-0034,ACER,Aspire 3 Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,512,SSD,15.6,1.4,21505,24438,28837,25.4,24438,3.9
SKU-ACER-0035,ACER,Nitro V AMD Ryzen 5 Hexa Core 6600H,Gamer,AMD Ryzen 5 6600H,11200,NVIDIA Dedicated Graphics,5000,False,16,DDR5,512,SSD,16.0,2.2,52791,59990,70788,25.4,59990,4.4
SKU-ASUS-0036,ASUS,Expertbook P1 High,Professional,Intel 13420H,12200,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,16.0,1.7,45751,51990,61348,25.4,51990,4.3
SKU-ASUS-0037,ASUS,Vivobook 15 (2025),Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.4,33431,37990,44828,25.4,37990,4.3
SKU-LENOVO-0038,LENOVO,Chromebook MediaTek Kompanio 520,Student,MediaTek,1900,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,128,eMMC,14.0,1.4,15839,17999,21239,25.4,17999,3.9
SKU-ACER-0039,ACER,Aspire Lite AMD Ryzen 5 Hexa Core 5625U,Student,AMD Ryzen 5 5625U,9800,AMD Radeon Graphics,1500,True,16,DDR4,1024,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.1
SKU-SAMSUNG-0040,SAMSUNG,Galaxy Book4 Metal Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,512,SSD,15.6,1.4,34311,38990,46008,25.4,38990,4.4
SKU-ASUS-0041,ASUS,Expertbook P1 High,Professional,Intel 13420H,12200,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,15.6,1.7,45751,51990,61348,25.4,51990,4.3
SKU-ACER-0043,ACER,Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.4,32551,36990,43648,25.4,36990,4.1
SKU-APPLE-0044,APPLE,MacBook AIR M2,Creator,Apple M2,9800,Apple M2 8-core GPU,3800,True,16,DDR4,256,SSD,13.6,1.7,87912,99900,117882,25.4,99900,4.6
SKU-ACER-0045,ACER,Chromebook Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,64,eMMC,15.6,1.4,15831,17990,21228,25.4,17990,3.7
SKU-ASUS-0046,ASUS,Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,8,LPDDR5,512,SSD,15.6,1.4,32551,36990,43648,25.4,36990,4.3
SKU-ASUS-0047,ASUS,Vivobook Go 15 Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,22871,25990,30668,25.4,25990,4.0
SKU-INFINIX-0048,INFINIX,B15 Series AMD Ryzen 5 Hexa Core 5500U,Student,AMD Ryzen 5 5500U,9500,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.1
SKU-HP-0049,HP,15 (2025) AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,32551,36990,43648,25.4,36990,4.2
SKU-ACER-0050,ACER,Aspire 14 Intel Core i7 13th Gen 13620H,Professional,Intel 13620H,16800,Intel Iris Xe Graphics,1600,True,16,LPDDR5,512,SSD,14.0,1.7,48391,54990,64888,25.4,54990,4.4
SKU-HP-0052,HP,15 (2024) AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,32551,36990,43648,25.4,36990,4.2
SKU-HP-0053,HP,15R (2025) Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,30316,34450,40651,25.4,34450,4.2
SKU-HP-0054,HP,Laptop Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,31495,35790,42232,25.4,35790,4.1
SKU-DELL-0055,DELL,15 Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.4,33431,37990,44828,25.4,37990,4.2
SKU-ASUS-0056,ASUS,Vivobook 14 (2025),Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,14.0,1.4,35191,39990,47188,25.4,39990,4.3
SKU-ACER-0057,ACER,Aspire Lite AMD Ryzen 3 Quad Core 5300U,Student,AMD Ryzen 3 5300U,5600,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,27271,30990,36568,25.4,30990,4.1
SKU-ACER-0058,ACER,Aspire AMD Ryzen 5 Hexa Core 7430U,Student,AMD Ryzen 7 7430U,9200,AMD Radeon Graphics,1500,True,16,DDR4,1024,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.1
SKU-ASUS-0059,ASUS,Vivobook S14 Flip (2025),Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,56311,63990,75508,25.4,63990,4.4
SKU-ACER-0060,ACER,Aspire 3 Intel Core i5 13th Gen 1334U,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,36071,40990,48368,25.4,40990,4.3
SKU-HP-0061,HP,Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,14.0,1.4,22880,26000,30680,25.4,26000,3.7
SKU-ASUS-0062,ASUS,Expertbook P3 Metal High,Professional,Intel 13420H,12200,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,14.0,1.7,52791,59990,70788,25.4,59990,4.3
SKU-LENOVO-0063,LENOVO,Ideapad Intel Core i5 12th Gen 12450H,Professional,Intel 12450H,11800,Intel Iris Xe Graphics,1600,True,16,LPDDR5,512,SSD,15.6,1.7,43991,49990,58988,25.4,49990,4.2
SKU-ACER-0064,ACER,Aspire 7 Intel Core i5 13th Gen 13420H,Gamer,Intel 13420H,12200,NVIDIA Dedicated Graphics,5000,False,16,DDR4,512,SSD,15.6,2.2,55431,62990,74328,25.4,62990,4.3
SKU-LENOVO-0065,LENOVO,IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U,Student,Intel Core i5,10500,AMD Radeon Graphics,1500,True,8,LPDDR5,512,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.1
SKU-SAMSUNG-0066,SAMSUNG,Galaxy Book4 Metal Intel Core i5 13th Gen 1335U,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,512,SSD,15.6,1.4,44871,50990,60168,25.4,50990,4.4
SKU-ACER-0067,ACER,Aspire 3 Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,14.0,1.4,27271,30990,36568,25.4,30990,4.3
SKU-ASUS-0068,ASUS,Chromebook CX14 Intel Celeron Dual Core N4500,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,16,LPDDR4X,64,eMMC,14.0,1.4,12319,13999,16519,25.4,13999,3.8
SKU-DELL-0069,DELL,Inspiron 5440 Intel Core i3 (14th Gen) Intel Core 3 100U,Student,Intel 100U,7400,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,14.0,1.4,32551,36990,43648,25.4,36990,4.0
SKU-MSI-0070,MSI,Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,27720,31500,37170,25.4,31500,4.2
SKU-ACER-0071,ACER,Swift Neo,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,LPDDR5,1024,SSD,14.0,1.7,50151,56990,67248,25.4,56990,4.0
SKU-HP-0072,HP,15 (2025) AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,16,LPDDR5,512,SSD,16.0,1.4,36951,41990,49548,25.4,41990,3.9
SKU-ACER-0073,ACER,Aspire 15 AMD Ryzen 5 Hexa Core 7430U,Student,AMD Ryzen 7 7430U,9200,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.1
SKU-HP-0075,HP,Intel Core i7 13th Gen 13620H,Professional,Intel 13620H,16800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,58071,65990,77868,25.4,65990,4.3
SKU-ACER-0076,ACER,Swift Neo OLED AI PC Intel Core Ultra 5 115U,Creator,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,LPDDR5,512,SSD,14.0,1.7,69511,78990,93208,25.4,78990,4.1
SKU-ASUS-0077,ASUS,Vivobook 15 (2025) (i5 14th Gen),Professional,Intel 120U,9800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,44871,50990,60168,25.4,50990,4.3
SKU-ACER-0078,ACER,Aspire Lite Intel Core i5 12th Gen 12450H,Professional,Intel 12450H,11800,Intel Iris Xe Graphics,1600,True,16,LPDDR5,1024,SSD,16.0,1.7,40471,45990,54268,25.4,45990,4.1
SKU-ASUS-0079,ASUS,(2024) AMD APU Dual Core E1 E1,Student,Intel Core i5,10500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,33440,38000,44840,25.4,38000,3.7
SKU-DELL-0080,DELL,Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,8,DDR5,512,SSD,15.6,1.4,30351,34490,40698,25.4,34490,4.0
SKU-HP-0081,HP,G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.4,32551,36990,43648,25.4,36990,4.0
SKU-ACER-0083,ACER,Aspire 3 (2025) Intel Core i5 13th Gen 1334U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.7,43111,48990,57808,25.4,48990,4.2
SKU-ASUS-0084,ASUS,Vivobook S14 (2025),Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,15.6,1.7,50151,56990,67248,25.4,56990,4.4
SKU-ACER-0085,ACER,Aspire Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,29865,33938,40047,25.4,33938,3.9
SKU-ACER-0086,ACER,Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U,Professional,AMD Ryzen 7 7730U,11500,AMD Radeon Graphics,1500,True,16,DDR4,1024,SSD,15.6,1.7,45760,52000,61360,25.4,52000,4.1
SKU-APPLE-0087,APPLE,MacBook Air M4,Creator,Apple M1,7800,Apple M1 7-core GPU,1600,True,16,DDR4,256,SSD,16.0,1.7,83591,94990,112088,25.4,94990,4.7
SKU-HP-0088,HP,AMD Ryzen 5 Hexa Core 7530U,Student,AMD Ryzen 7 7530U,10500,AMD Radeon Graphics,1500,True,8,DDR4,512,SSD,15.6,1.4,45760,52000,61360,25.4,52000,4.2
SKU-ACER-0089,ACER,Aspire Lite AMD Ryzen 7 Octa Core 7730U,Professional,AMD Ryzen 7 7730U,11500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.7,45760,52000,61360,25.4,52000,4.1
SKU-ASUS-0090,ASUS,Vivobook 15,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,37831,42990,50728,25.4,42990,4.2
SKU-ACER-0091,ACER,Nitro V 15 Intel Core 5 210H,Gamer,Intel 210H,13500,NVIDIA Dedicated Graphics,5000,False,16,DDR5,512,SSD,16.0,2.2,61591,69990,82588,25.4,69990,4.5
SKU-LENOVO-0092,LENOVO,IdeaPad Slim 3 Intel Core i5 12th Gen 12450H,Professional,Intel 12450H,11800,Intel Iris Xe Graphics,1600,True,16,LPDDR5,512,SSD,15.6,1.7,43956,49950,58941,25.4,49950,4.0
SKU-ASUS-0093,ASUS,Vivobook 15 (2025),Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,42231,47990,56628,25.4,47990,4.3
SKU-LENOVO-0094,LENOVO,LOQ Intel Core i5 13th Gen 13450HX,Gamer,Intel Core i5,10500,NVIDIA Dedicated Graphics,5000,False,16,DDR5,512,SSD,16.0,2.2,63360,72000,84960,25.4,72000,4.4
SKU-HP-0095,HP,Intel Core i5 12th Gen 1235U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.7,50863,57799,68203,25.4,57799,4.3
SKU-ASUS-0096,ASUS,Vivobook 15,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,40471,45990,54268,25.4,45990,4.2
SKU-ACER-0097,ACER,Aspire 3 Backlit Intel Core i5 12th Gen 1235U,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,36951,41990,49548,25.4,41990,4.2
SKU-LENOVO-0098,LENOVO,V15 AMD Ryzen 5 Quad Core 7520U,Student,Intel Core i5,10500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.1
SKU-LENOVO-0099,LENOVO,IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H,Professional,Intel 13500H,14500,Intel Iris Xe Graphics,1600,True,16,LPDDR5,1024,SSD,16.0,1.7,64671,73490,86718,25.4,73490,4.2
SKU-ASUS-0100,ASUS,Vivobook 15,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,27271,30990,36568,25.4,30990,4.3
SKU-HP-0101,HP,Intel Intel Core i5 11th Gen 1155G7,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,43866,49848,58821,25.4,49848,4.3
SKU-DELL-0102,DELL,Inspiron 15,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.7,45232,51400,60652,25.4,51400,4.2
SKU-ASUS-0104,ASUS,Vivobook 15 (2025)(i5 14th Gen),Professional,Intel 120U,9800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.7,44871,50990,60168,25.4,50990,4.3
SKU-MSI-0105,MSI,Modern 14 AMD Ryzen 5 Hexa Core 7530U,Student,AMD Ryzen 7 7530U,10500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,14.0,1.4,45760,52000,61360,25.4,52000,4.4
SKU-SAMSUNG-0106,SAMSUNG,Galaxy Book 4 14th Gen with Fingerprint Reador Intel Core 5 14th Gen 120U,Professional,Intel 120U,9800,Intel Iris Xe Graphics,1600,True,16,LPDDR4X,512,SSD,15.6,1.7,46631,52990,62528,25.4,52990,4.3
SKU-ASUS-0107,ASUS,Expertbook Intel Core i5 13th Gen 13420H,Professional,Intel 13420H,12200,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,15.6,1.7,51911,58990,69608,25.4,58990,4.2
SKU-ACER-0108,ACER,NITRO LITE 16 Intel Core i5 13th Gen 13420H,Gamer,Intel 13420H,12200,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,16.0,2.2,52799,59999,70799,25.4,59999,4.6
SKU-DELL-0109,DELL,Inspiron 15,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,40911,46490,54858,25.4,46490,4.2
SKU-HP-0110,HP,250R G9 Intel Core i3 13th Gen i3,Student,Intel i3-1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.4,33142,37661,44440,25.4,37661,4.0
SKU-ACER-0111,ACER,Aspire Lite,Professional,Intel 1255U,9200,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,44748,50850,60003,25.4,50850,4.3
SKU-HP-0112,HP,15s Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,30791,34990,41288,25.4,34990,4.2
SKU-ACER-0113,ACER,Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,24,DDR4,512,SSD,15.6,1.4,33431,37990,44828,25.4,37990,4.4
SKU-DELL-0114,DELL,15 Intel Core i5 13th Gen 1334U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,44871,50990,60168,25.4,50990,4.1
SKU-ASUS-0115,ASUS,Expertbook P1 High,Professional,Intel 13620H,16800,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,15.6,1.7,55431,62990,74328,25.4,62990,4.3
SKU-HP-0116,HP,Victus AMD Ryzen 7 Hexa Core 7445HS,Gamer,Intel Core i5,10500,NVIDIA Dedicated Graphics,5000,False,16,DDR5,512,SSD,15.6,2.2,56311,63990,75508,25.4,63990,4.4
SKU-LENOVO-0117,LENOVO,V 14 (2025) Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,31671,35990,42468,25.4,35990,4.3
SKU-ACER-0118,ACER,Swift Neo Intel Core Ultra 5 115U,Professional,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,LPDDR5,512,SSD,16.0,1.7,69511,78990,93208,25.4,78990,4.1
SKU-LENOVO-0119,LENOVO,LOQ Intel Core i5 13th Gen 13450HX,Gamer,Intel Core i5,10500,NVIDIA Dedicated Graphics,5000,False,16,DDR5,512,SSD,15.6,2.2,63360,72000,84960,25.4,72000,4.3
SKU-MSI-0120,MSI,Thin 15 Intel Core i5 12th Gen 12450H,Gamer,Intel 12450H,11800,NVIDIA Dedicated Graphics,5000,False,16,DDR4,512,SSD,15.6,2.2,58783,66799,78823,25.4,66799,4.3
SKU-HP-0121,HP,AMD Ryzen 7 Octa Core 5825U,Professional,Intel Core i5,10500,AMD Radeon Graphics,1500,True,16,DDR4,512,SSD,15.6,1.7,45751,51990,61348,25.4,51990,4.1
SKU-DELL-0123,DELL,Inspiron 15,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,1024,SSD,15.6,1.7,50105,56937,67186,25.4,56937,4.2
SKU-ASUS-0124,ASUS,Vivobook 15 (2025),Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.4,34311,38990,46008,25.4,38990,4.3
SKU-APPLE-0125,APPLE,MacBook Air M4,Creator,Apple M1,7800,Apple M1 7-core GPU,1600,True,16,DDR4,512,SSD,16.0,1.7,114400,130000,153400,25.4,130000,5.0
SKU-DELL-0126,DELL,Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U,Student,Intel 1305U,6800,Intel Iris Xe Graphics,1600,True,16,DDR5,512,SSD,16.0,1.4,34311,38990,46008,25.4,38990,3.9
SKU-ACER-0127,ACER,Aspire Lite AMD Ryzen 3 Quad Core 5300U,Student,AMD Ryzen 3 5300U,5600,AMD Radeon Graphics,1500,True,8,DDR4,256,SSD,15.6,1.4,23312,26491,31259,25.4,26491,4.1
SKU-HP-0128,HP,Pavilion Intel Core i5 13th Gen 1335U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,1024,SSD,16.0,1.7,56630,64352,75935,25.4,64352,4.3
SKU-MSI-0129,MSI,Modern 14 Intel Core i5 12th Gen 1235U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.7,43991,49990,58988,25.4,49990,4.3
SKU-MSI-0130,MSI,Intel Core i5 12th Gen 1235U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.7,37831,42990,50728,25.4,42990,4.3
