sku,brand,model_name,target_segment,cpu_model,cinebench_r23_score,gpu_model,threedmark_score,is_gpu_integrated,ram_gb,ram_generation,storage_gb,storage_type,display_size_inches,weight_kg,min_discount_price_inr,avg_normal_price_inr,max_mrp_price_inr,max_discount_percentage,current_price_inr,rating
SKU-HP-0464,HP,Intel Core i5 13th Gen 1334U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,47511,53990,63708,25.4,53990,4.5
SKU-HP-0465,HP,FQ Series Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,1024,SSD,15.6,1.4,35199,39999,47199,25.4,39999,4.0
SKU-DELL-0466,DELL,Inspiron MSO 2024 Intel Core i5 13th Gen 1334U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,51031,57990,68428,25.4,57990,4.2
SKU-ASUS-0467,ASUS,Intel Core i9 13th Gen 13900H,Creator,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,16.0,1.7,50151,56990,67248,25.4,56990,4.0
SKU-LENOVO-0468,LENOVO,V15 Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,30228,34350,40533,25.4,34350,4.1
SKU-HP-0469,HP,Intel Core i5 13th Gen 1334U,Professional,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,16,DDR4,1024,SSD,15.6,1.7,52791,59990,70788,25.4,59990,3.7
SKU-INFINIX-0470,INFINIX,X1 Slim Series Intel Core i3 10th Gen 1005G1,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,LPDDR4X,256,SSD,15.6,1.4,33440,38000,44840,25.4,38000,4.2
SKU-HP-0471,HP,14 (2025) Intel Core i3 13th Gen 1315U,Student,Intel 1315U,7100,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,14.0,1.4,34311,38990,46008,25.4,38990,4.0
SKU-LENOVO-0472,LENOVO,Intel Intel Core i3 12th Gen 1215U,Student,Intel 1215U,6500,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,15.6,1.4,28855,32790,38692,25.4,32790,4.0
SKU-ASUS-0473,ASUS,Vivobook Go 14 (2025),Student,Intel Core i5,10500,AMD Radeon Graphics,1500,True,8,LPDDR5,512,SSD,14.0,1.4,33440,38000,44840,25.4,38000,4.2
SKU-ASUS-0474,ASUS,Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U,Student,AMD Ryzen 7 7320U,5800,AMD Radeon Graphics,1500,True,8,LPDDR5,512,SSD,14.0,1.4,32551,36990,43648,25.4,36990,4.5
SKU-DELL-0475,DELL,Inspiron 3530 Intel Core i7 13th Gen 1355U�,Professional,Intel 1355U,9800,Intel Iris Xe Graphics,1600,True,16,DDR4,512,SSD,15.6,1.7,59391,67490,79638,25.4,67490,4.2
SKU-MSI-0476,MSI,Prestige Intel Core Ultra 7 258V,Creator,Intel Core Ultra 7 258V,14200,Intel Arc Graphics 140V,4200,True,32,LPDDR5X,1024,SSD,15.6,1.7,145191,164990,194688,25.4,164990,4.0
SKU-APPLE-0477,APPLE,MacBook Air M4,Creator,Apple M1,7800,Apple M1 7-core GPU,1600,True,16,DDR4,256,SSD,16.0,1.7,80951,91990,108548,25.4,91990,4.7
SKU-LENOVO-0478,LENOVO,IdeaPad 1 Intel Celeron Dual Core N4020,Student,Celeron,1800,Intel Iris Xe Graphics,1600,True,8,DDR4,512,SSD,14.0,1.4,22880,26000,30680,25.4,26000,3.9
SKU-DELL-0479,DELL,Inspiron Intel Core i3 11th Gen 1115G4,Student,Intel Core i5,10500,Intel Iris Xe Graphics,1600,True,8,DDR4,256,SSD,15.6,1.4,33871,38490,45418,25.4,38490,4.2
SKU-ASUS-0450,ASUS,Vivobook Go 14 2025 E1404FA,Student,AMD Ryzen 5 7520U,7200,AMD Radeon 610M Graphics,1550,True,16,DDR5,512,SSD,14.0,1.38,37831,42990,50728,25.4,42990,4.5
SKU-LENOVO-0451,LENOVO,IdeaPad Slim 3 15IAH8 2025,Student,12th Gen Intel Core i5 12450H,9800,Intel UHD Graphics,1600,True,16,DDR5,512,SSD,15.6,1.62,43111,48990,57808,25.4,48990,4.5
SKU-HP-0452,HP,HP 14s 2025 dq5111TU,Student,12th Gen Intel Core i3 1215U,6800,Intel Iris Xe Graphics,1500,True,8,DDR4,512,SSD,14.0,1.41,32551,36990,43648,25.4,36990,4.5
SKU-DELL-0453,DELL,Inspiron 3530 2025 Edition,Student,13th Gen Intel Core i5 1335U,9400,Intel Iris Xe Graphics,1700,True,16,DDR5,512,SSD,15.6,1.65,48391,54990,64888,25.4,54990,4.5
SKU-ACER-0901,ACER,Aspire Lite AL15-52 2025,Student,12th Gen Intel Core i5 1235U,8900,Intel Iris Xe Graphics,1650,True,16,DDR5,512,SSD,15.6,1.59,36951,41990,49548,25.4,41990,4.5
SKU-ASUS-0901,ASUS,Zenbook S 14 OLED UX5406 2025,Professional,Intel Core Ultra 7 258V,14200,Intel Arc Graphics 140V,4200,True,32,DDR5,1024,SSD,14.0,1.2,145191,164990,194688,25.4,164990,4.5
SKU-APPLE-0456,APPLE,MacBook Air 15 M3 2024/2025,Professional,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,512,SSD,15.3,1.51,118712,134900,159182,25.4,134900,4.5
SKU-LENOVO-0457,LENOVO,ThinkPad E14 Gen 6 Intel Core Ultra,Professional,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,DDR5,512,SSD,14.0,1.44,69511,78990,93208,25.4,78990,4.5
SKU-HP-0458,HP,OmniBook Ultra Flip 14 2025,Professional,Intel Core Ultra 7 258V,14200,Intel Arc Graphics 140V,4200,True,16,DDR5,1024,SSD,14.0,1.34,125831,142990,168728,25.4,142990,4.5
SKU-DELL-0459,DELL,Inspiron 14 Plus 7440 Intel Core Ultra,Professional,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.6,87991,99990,117988,25.4,99990,4.5
SKU-LENOVO-0460,LENOVO,LOQ 15AHP9 2025 Edition,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.38,85351,96990,114448,25.4,96990,4.5
SKU-ASUS-0461,ASUS,ROG Strix G16 2025 G614JVR,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.5,136391,154990,182888,25.4,154990,4.5
SKU-HP-0901,HP,Victus 16 2025 r0000TX,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4060,10600,False,16,DDR5,512,SSD,16.1,2.3,85351,96990,114448,25.4,96990,4.5
SKU-ACER-0463,ACER,Predator Helios Neo 16 2025,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.6,85351,96990,114448,25.4,96990,4.5
SKU-MSI-0464,MSI,Cyborg 15 A13VF 2025,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10500,False,16,DDR5,512,SSD,15.6,1.98,85351,96990,114448,25.4,96990,4.5
SKU-APPLE-0465,APPLE,MacBook Pro 14 M4 Pro 2025,Creator,Apple M4 Pro 12-core CPU,23500,Apple M4 Pro 16-core GPU,12400,True,24,DDR5,512,SSD,14.2,1.6,175912,199900,235882,25.4,199900,4.5
SKU-ASUS-0466,ASUS,ProArt P16 H7606 2025 OLED,Creator,AMD Ryzen AI 9 HX 370,24800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.85,158391,179990,212388,25.4,179990,4.5
SKU-LENOVO-0467,LENOVO,Yoga Pro 7i 14 Gen 9 OLED,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4050,7800,False,32,DDR5,1024,SSD,14.5,1.49,105591,119990,141588,25.4,119990,4.5
SKU-DELL-0468,DELL,XPS 16 9640 Intel Core Ultra 9,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4070,13000,False,32,DDR5,1024,SSD,16.3,2.13,193591,219990,259588,25.4,219990,4.5
SKU-HP-0902,HP,Envy x360 14 2025 OLED 2-in-1,Creator,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,DDR5,512,SSD,14.0,1.39,69511,78990,93208,25.4,78990,4.5
SKU-ASUS-0475,ASUS,Vivobook Go 14 2025 E1404FA,Student,AMD Ryzen 5 7520U,7200,AMD Radeon 610M Graphics,1550,True,16,DDR5,512,SSD,14.0,1.38,37831,42990,50728,25.4,42990,4.5
SKU-LENOVO-0479,LENOVO,IdeaPad Slim 3 15IAH8 2025,Student,12th Gen Intel Core i5 12450H,9800,Intel UHD Graphics,1600,True,16,DDR5,512,SSD,15.6,1.62,43111,48990,57808,25.4,48990,4.5
SKU-HP-0472,HP,HP 14s 2025 dq5111TU,Student,12th Gen Intel Core i3 1215U,6800,Intel Iris Xe Graphics,1500,True,8,DDR4,512,SSD,14.0,1.41,32551,36990,43648,25.4,36990,4.5
SKU-DELL-0480,DELL,Inspiron 3530 2025 Edition,Student,13th Gen Intel Core i5 1335U,9400,Intel Iris Xe Graphics,1700,True,16,DDR5,512,SSD,15.6,1.65,48391,54990,64888,25.4,54990,4.5
SKU-ACER-0464,ACER,Aspire Lite AL15-52 2025,Student,12th Gen Intel Core i5 1235U,8900,Intel Iris Xe Graphics,1650,True,16,DDR5,512,SSD,15.6,1.59,36951,41990,49548,25.4,41990,4.5
SKU-ASUS-0476,ASUS,Zenbook S 14 OLED UX5406 2025,Professional,Intel Core Ultra 7 258V,14200,Intel Arc Graphics 140V,4200,True,32,DDR5,1024,SSD,14.0,1.2,145191,164990,194688,25.4,164990,4.5
SKU-APPLE-0478,APPLE,MacBook Air 15 M3 2024/2025,Professional,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,512,SSD,15.3,1.51,118712,134900,159182,25.4,134900,4.5
SKU-LENOVO-0480,LENOVO,ThinkPad E14 Gen 6 Intel Core Ultra,Professional,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,DDR5,512,SSD,14.0,1.44,69511,78990,93208,25.4,78990,4.5
SKU-HP-0473,HP,OmniBook Ultra Flip 14 2025,Professional,Intel Core Ultra 7 258V,14200,Intel Arc Graphics 140V,4200,True,16,DDR5,1024,SSD,14.0,1.34,125831,142990,168728,25.4,142990,4.5
SKU-DELL-0481,DELL,Inspiron 14 Plus 7440 Intel Core Ultra,Professional,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.6,87991,99990,117988,25.4,99990,4.5
SKU-LENOVO-0481,LENOVO,LOQ 15AHP9 2025 Edition,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.38,85351,96990,114448,25.4,96990,4.5
SKU-ASUS-0477,ASUS,ROG Strix G16 2025 G614JVR,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.5,136391,154990,182888,25.4,154990,4.5
SKU-HP-0474,HP,Victus 16 2025 r0000TX,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4060,10600,False,16,DDR5,512,SSD,16.1,2.3,85351,96990,114448,25.4,96990,4.5
SKU-ACER-0465,ACER,Predator Helios Neo 16 2025,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.6,85351,96990,114448,25.4,96990,4.5
SKU-MSI-0477,MSI,Cyborg 15 A13VF 2025,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10500,False,16,DDR5,512,SSD,15.6,1.98,85351,96990,114448,25.4,96990,4.5
SKU-APPLE-0479,APPLE,MacBook Pro 14 M4 Pro 2025,Creator,Apple M4 Pro 12-core CPU,23500,Apple M4 Pro 16-core GPU,12400,True,24,DDR5,512,SSD,14.2,1.6,175912,199900,235882,25.4,199900,4.5
SKU-ASUS-0478,ASUS,ProArt P16 H7606 2025 OLED,Creator,AMD Ryzen AI 9 HX 370,24800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.85,158391,179990,212388,25.4,179990,4.5
SKU-LENOVO-0482,LENOVO,Yoga Pro 7i 14 Gen 9 OLED,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4050,7800,False,32,DDR5,1024,SSD,14.5,1.49,105591,119990,141588,25.4,119990,4.5
SKU-DELL-0482,DELL,XPS 16 9640 Intel Core Ultra 9,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4070,13000,False,32,DDR5,1024,SSD,16.3,2.13,193591,219990,259588,25.4,219990,4.5
SKU-HP-0475,HP,Envy x360 14 2025 OLED 2-in-1,Creator,Intel Core Ultra 5 125H,12800,Intel Arc Graphics,3400,True,16,DDR5,512,SSD,14.0,1.39,69511,78990,93208,25.4,78990,4.5
SKU-LENOVO-0483,LENOVO,LOQ 15IRX9 Core i5 13th Gen RTX 4050,Gamer,13th Gen Intel Core i5 13450HX,16200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,15.6,2.38,67751,76990,90848,25.4,76990,4.6
SKU-LENOVO-0484,LENOVO,LOQ 15IAX9 Intel Core i5 12450HX RTX 3050,Gamer,12th Gen Intel Core i5 12450HX,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.38,55431,62990,74328,25.4,62990,4.6
SKU-LENOVO-0485,LENOVO,Legion Slim 5 16 AHP9 Ryzen 7 RTX 4070,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.3,136391,154990,182888,25.4,154990,4.6
SKU-LENOVO-0486,LENOVO,Legion Pro 7 16IRX9 i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.8,219991,249990,294988,25.4,249990,4.6
SKU-LENOVO-0487,LENOVO,LOQ 15ARP9 Ryzen 7 7435HS RTX 4060,Gamer,AMD Ryzen 7 7435HS,14200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,512,SSD,15.6,2.38,85351,96990,114448,25.4,96990,4.6
SKU-LENOVO-0488,LENOVO,Legion 5 Pro 16ARH7H Ryzen 7 RTX 3070 Ti,Gamer,AMD Ryzen 7 6800H,13800,NVIDIA GeForce RTX 3070 Ti,11800,False,16,DDR5,1024,SSD,16.0,2.49,105591,119990,141588,25.4,119990,4.6
SKU-ASUS-0902,ASUS,TUF Gaming F15 FX507VV Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,512,SSD,15.6,2.2,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0903,ASUS,TUF Gaming A15 FA507UV Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.2,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0904,ASUS,ROG Zephyrus G16 2024 GU605MI Core Ultra 7 RTX 4070,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.85,118791,134990,159288,25.4,134990,4.6
SKU-ASUS-0905,ASUS,ROG Strix G17 G713PV Ryzen 9 RTX 4060,Gamer,AMD Ryzen 9 7845HX,25400,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,17.3,2.8,79191,89990,106188,25.4,89990,4.6
SKU-ASUS-0906,ASUS,TUF Gaming A16 Advantage Edition RX 7600S,Gamer,AMD Ryzen 7 7735HS,13800,AMD Radeon RX 7600S,9200,False,16,DDR5,512,SSD,16.0,2.2,76551,86990,102648,25.4,86990,4.6
SKU-ASUS-0907,ASUS,ROG Ally X Gaming Handheld 2024,Gamer,AMD Ryzen Z1 Extreme,12500,AMD Radeon 780M Graphics,3200,False,24,DDR5,1024,SSD,13.4,1.20,79191,89990,106188,25.4,89990,4.6
SKU-ASUS-0908,ASUS,TUF Gaming F17 FX707VI Core i7 RTX 4070,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,17.3,2.6,136391,154990,182888,25.4,154990,4.6
SKU-HP-0903,HP,Victus 15 fb1013AX Ryzen 5 7535HS RTX 2050,Gamer,AMD Ryzen 5 7535HS,9600,NVIDIA GeForce RTX 2050,4200,False,16,DDR5,512,SSD,15.6,2.29,47511,53990,63708,25.4,53990,4.6
SKU-HP-0904,HP,Omen 16 wf0058TX Core i7 13th Gen RTX 4070,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.1,2.37,136391,154990,182888,25.4,154990,4.6
SKU-HP-0905,HP,Victus 16 s0009AX Ryzen 7 7840HS RTX 4060,Gamer,AMD Ryzen 7 7840HS,16200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.1,2.3,85351,96990,114448,25.4,96990,4.6
SKU-HP-0906,HP,Omen Transcend 14 fb0089TX Core Ultra 7 RTX 4060,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,14.0,1.63,123191,139990,165188,25.4,139990,4.6
SKU-HP-0907,HP,Victus 15 fa1317TX Core i5 12th Gen RTX 3050,Gamer,12th Gen Intel Core i5 12450H,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.29,57191,64990,76688,25.4,64990,4.6
SKU-ACER-0902,ACER,Nitro V 15 ANV15-51 Core i5 13th Gen RTX 4050,Gamer,13th Gen Intel Core i5 13420H,12200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,15.6,2.1,67751,76990,90848,25.4,76990,4.6
SKU-ACER-0903,ACER,Nitro V 16 ANV16-41 Ryzen 7 8845HS RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.5,85351,96990,114448,25.4,96990,4.6
SKU-ACER-0904,ACER,Predator Helios 16 PH16-72 i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.7,219991,249990,294988,25.4,249990,4.6
SKU-ACER-0905,ACER,Nitro 5 AN515-58 Core i7 12th Gen RTX 3070 Ti,Gamer,12th Gen Intel Core i7 12700H,15800,NVIDIA GeForce RTX 3070 Ti,11800,False,16,DDR5,1024,SSD,15.6,2.5,96791,109990,129788,25.4,109990,4.6
SKU-DELL-0483,DELL,G15 5530 Core i5 13th Gen RTX 3050,Gamer,13th Gen Intel Core i5 13450HX,16200,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.65,65991,74990,88488,25.4,74990,4.6
SKU-DELL-0484,DELL,G15 5530 Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13650HX,20400,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.65,85351,96990,114448,25.4,96990,4.6
SKU-DELL-0485,DELL,Alienware m16 R2 Intel Core Ultra 7 RTX 4070,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.61,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0486,DELL,G16 7630 Core i9 13th Gen RTX 4070,Gamer,13th Gen Intel Core i9 13900HX,27200,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.87,136391,154990,182888,25.4,154990,4.6
SKU-MSI-0478,MSI,Katana 15 B13VFK Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.25,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0479,MSI,Katana A17 AI B8VF Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,17.3,2.7,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0480,MSI,Sword 16 HX B14VFK Core i7 14th Gen RTX 4060,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.3,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0481,MSI,Vector 16 GP16 HX i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.7,219991,249990,294988,25.4,249990,4.6
SKU-MSI-0482,MSI,Thin 15 B12UC Core i5 12th Gen RTX 3050,Gamer,12th Gen Intel Core i5 12450H,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,1.86,50151,56990,67248,25.4,56990,4.6
SKU-MSI-0483,MSI,Bravo 15 C7VFK Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 7735HS,13800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.25,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0909,ASUS,TUF Gaming A14 FA401UU Ryzen 7 RTX 4050,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.0,1.46,74791,84990,100288,25.4,84990,4.6
SKU-LENOVO-0489,LENOVO,Legion Pro 5 16AHP9 Ryzen 7 8845HS RTX 4070,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.5,158391,179990,212388,25.4,179990,4.6
SKU-HP-0908,HP,Victus 16 r1085TX Core i7 14th Gen RTX 4050,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,16.1,2.34,74791,84990,100288,25.4,84990,4.6
SKU-ACER-0906,ACER,Predator Helios Neo 16 PHN16-71 i7 RTX 4050,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,16.0,2.6,74791,84990,100288,25.4,84990,4.6
SKU-MSI-0484,MSI,Crosshair 16 HX D14VFK i7 RTX 4060,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.5,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0910,ASUS,ROG Strix SCAR 16 G634JYR i9 RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,32,DDR5,2048,SSD,16.0,2.65,307991,349990,412988,25.4,349990,4.6
SKU-DELL-0487,DELL,Alienware m18 R2 i9 14th Gen RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,2048,SSD,18.0,4.04,395991,449990,530988,25.4,449990,4.6
SKU-LENOVO-0490,LENOVO,Legion 9 16IRX9 i9 14th Gen RTX 4090 Mini-LED,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,2048,SSD,16.0,2.56,395991,449990,530988,25.4,449990,4.6
SKU-MSI-0485,MSI,Titan 18 HX A14VIG i9 14th Gen RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,4096,SSD,18.0,3.6,395991,449990,530988,25.4,449990,4.6
SKU-HP-0909,HP,Omen 17 ck2008TX Core i9 13th Gen RTX 4080,Gamer,13th Gen Intel Core i9 13900HX,27200,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,17.3,2.78,219991,249990,294988,25.4,249990,4.6
SKU-APPLE-0480,APPLE,MacBook Pro 16 M3 Max 36GB RAM 1TB SSD,Creator,Apple M3 Max 14-core CPU,24500,Apple M3 Max 30-core GPU,14500,True,36,DDR5,1024,SSD,16.2,2.14,307912,349900,412882,25.4,349900,4.6
SKU-APPLE-0481,APPLE,MacBook Pro 14 M3 Pro 18GB RAM 512GB SSD,Creator,Apple M3 Pro 11-core CPU,18200,Apple M3 Pro 14-core GPU,9800,True,16,DDR5,512,SSD,14.2,1.61,219912,249900,294882,25.4,249900,4.6
SKU-APPLE-0482,APPLE,MacBook Pro 16 M3 Pro 36GB RAM 512GB SSD,Creator,Apple M3 Pro 12-core CPU,19500,Apple M3 Pro 18-core GPU,11200,True,36,DDR5,512,SSD,16.2,2.14,219912,249900,294882,25.4,249900,4.6
SKU-APPLE-0483,APPLE,MacBook Air 13 M3 16GB RAM 512GB SSD,Creator,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,512,SSD,13.6,1.24,101112,114900,135582,25.4,114900,4.6
SKU-APPLE-0484,APPLE,MacBook Pro 14 M2 Max 32GB RAM 1TB SSD,Creator,Apple M2 Max 12-core CPU,20800,Apple M2 Max 30-core GPU,13800,True,32,DDR5,1024,SSD,14.2,1.63,237512,269900,318482,25.4,269900,4.6
SKU-ASUS-0911,ASUS,Vivobook Pro 15 OLED N6506MV Core Ultra 7 RTX 4060,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,1.8,123191,139990,165188,25.4,139990,4.6
SKU-ASUS-0912,ASUS,Vivobook Pro 16X OLED K6604VU Core i9 RTX 4050,Creator,13th Gen Intel Core i9 13980HX,28800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,16.0,1.9,74791,84990,100288,25.4,84990,4.6
SKU-ASUS-0913,ASUS,ProArt Studiobook 16 OLED H7604JI i9 RTX 4070,Creator,13th Gen Intel Core i9 13980HX,28800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.4,158391,179990,212388,25.4,179990,4.6
SKU-ASUS-0914,ASUS,Zenbook Pro 14 Duo OLED UX6404VI i9 RTX 4070,Creator,13th Gen Intel Core i9 13900H,18200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,14.5,1.75,158391,179990,212388,25.4,179990,4.6
SKU-ASUS-0915,ASUS,Vivobook 16X OLED K3605VC Core i5 RTX 3050,Creator,13th Gen Intel Core i5 13500H,14200,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,16.0,1.8,65991,74990,88488,25.4,74990,4.6
SKU-ASUS-0916,ASUS,Vivobook Pro 15 OLED K6502VU Core i9 RTX 4050,Creator,13th Gen Intel Core i9 13900H,18200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,15.6,1.8,74791,84990,100288,25.4,84990,4.6
SKU-LENOVO-0491,LENOVO,Yoga Pro 9i 16IRH8 Core i9 13th Gen RTX 4070 Mini-LED,Creator,13th Gen Intel Core i9 13905H,19200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.23,158391,179990,212388,25.4,179990,4.6
